"3-dehydroquinate synthase"
"3-dehydrosphinganine reductase"
"3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase"
"3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase"
"3-hexaprenyl-4-hydroxy-5-methoxybenzoate decarboxylase"
"3-hydroxy-L-kynurenine hydrolase"
"3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)"
"3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)"
"3-hydroxyacyl-CoA dehydratase (3-hydroxyhexacosyl-CoA)"
"3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)"
"3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)"
"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)"
"3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)"
"3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)"
"3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosyl-CoA)"
"3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)"
"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)"
"3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)"
"3-hydroxyanthranilate 3,4-dioxygenase"
"3-isopropylmalate 3-methyltransferase"
"3-isopropylmalate dehydratase"
"3-isopropylmalate dehydrogenase"
"3-methyl-2-oxobutanoate decarboxylase"
"3-methyl-2-oxobutanoate hydroxymethyltransferase"
"3-methyl-2-oxopentanoate decarboxylase"
"3-phosphoshikimate 1-carboxyvinyltransferase"
"4-amino-4-deoxychorismate synthase"
"4-aminobenzoate synthase"
"4-aminobutyrate transaminase"
"4-hydroxy-L-threonine synthase"
"4-hydroxybenzoate formation"
"4-hydroxybenzoyl-CoA formation"
"4-methyl-2-oxopentanoate decarboxylase"
"4PP-IP5 depyrophosphorylation to IP6"
"4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4"
"5'-methylthioadenosine phosphorylase"
"5'-nucleotidase (CMP)"
"5'-nucleotidase (IMP)"
"5'-nucleotidase (UMP)"
"5'-phosphoribosylformyl glycinamidine synthetase"
"5,10-methylenetetrahydrofolatereductase (NADPH)"
"5-aminolevulinate synthase"
"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase"
"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase"
"5-formethyltetrahydrofolate cyclo-ligase"
"5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase"
"5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase"
"5-methylthioribose-1-phosphate isomerase"
"5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4"
"5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4"
"6-phosphofructo-2-kinase"
"6-phosphogluconolactonase"
"6PP-IP5 depyrophosphorylation to IP6"
"6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4"
"8-amino-7-oxononanoate synthase"
"acetaldehyde condensation"
"acetohydroxy acid isomeroreductase"
"acetolactate synthase"
"acetyl-CoA ACP transacylase"
"acetyl-CoA ACP transacylase"
"acetyl-CoA acyltransferase (hexadecanoyl-CoA)"
"acetyl-CoA acyltransferase (tetracosanoyl-CoA)"
"acetyl-CoA acyltransferase (tetradecanoyl-CoA)"
"acetyl-CoA C-acetyltransferase"
"acetyl-CoA C-acetyltransferase"
"acetyl-CoA C-acetyltransferase (dodecanoyl)"
"acetyl-CoA C-acetyltransferase (octanoyl-CoA)"
"acetyl-CoA C-acyltransferase (decanoyl-CoA)"
"acetyl-Coa carboxylase"
"acetyl-CoA carboxylase, reaction"
"acetyl-CoA hydrolase"
"acetyl-CoA hydrolase"
"acetyl-CoA synthetase"
"acetyl-CoA synthetase"
"acetyl-CoA synthetase nuclear"
"acetylglutamate kinase"
"acid phosphatase (secreted)"
"aconitase"
"acteylornithine transaminase"
"acyl carrier protein synthase"
"acyl-CoA oxidase (decanoyl-CoA)"
"acyl-CoA oxidase (dodecanoyl-CoA)"
"acyl-CoA oxidase (hexacanoyl-CoA)"
"acyl-CoA oxidase (hexadecanoyl-CoA)"
"acyl-CoA oxidase (octadecanoyl-CoA)"
"acyl-CoA oxidase (tetradecanoyl-CoA)"
"acyl-CoA:sterol acyltransferase"
"acyl-CoA:sterol acyltransferase"
"acyl-CoA:sterol acyltransferase"
"acyl-CoA:sterol acyltransferase"
"acyl-CoA:sterol acyltransferase"
"acyl-CoA:sterol acyltransferase"
"acyl-CoA:sterol acyltransferase"
"acyl-CoA:sterol acyltransferase"
"acyl-CoA:sterol acyltransferase"
"acyl-CoA:sterol acyltransferase"
"acyl-protein thioesterase"
"acylation of GPI inositol at 2 position, GPI-anchor assembly, step 3"
"adenine deaminase"
"adenine phosphoribosyltransferase"
"adenosine deaminase"
"adenosine hydrolase"
"adenosine kinase"
"adenosine monophosphate deaminase"
"adenosylhomocysteinase"
"adenosylmethionine decarboxylase"
"adenosylmethionine-8-amino-7-oxononanoate transaminase"
"adenylate cyclase"
"adenylate kinase"
"adenylate kinase"
"adenylate kinase (GTP)"
"adenylosuccinate lyase"
"adenylosuccinate lyase"
"adenylosuccinate synthase"
"adenylyl-sulfate kinase"
"ADP-ribose 2,3-cyclic phosphodiesterase"
"alanine glyoxylate aminotransferase"
"alanyl-tRNA synthetase"
"alcohol acetyltransferase (2-methylbutanol)"
"alcohol acetyltransferase (ethanol)"
"alcohol acetyltransferase (isoamyl alcohol)"
"alcohol acetyltransferase (isobutyl alcohol)"
"alcohol acetyltransferase (phenylethanol alcohol)"
"alcohol dehydrogenase (ethanol)"
"alcohol dehydrogenase (glycerol, NADP)"
"alcohol dehydrogenase, reverse rxn (acetaldehyde -> ethanol)"
"aldehyde dehydrogenase (2-methylbutanol, NAD)"
"aldehyde dehydrogenase (2-methylbutanol, NAD)"
"aldehyde dehydrogenase (2-methylbutanol, NADP)"
"aldehyde dehydrogenase (2-phenylethanol, NAD)"
"aldehyde dehydrogenase (2-phenylethanol, NAD)"
"aldehyde dehydrogenase (2-phenylethanol, NADP)"
"aldehyde dehydrogenase (3-aminopropanal, NAD)"
"aldehyde dehydrogenase (acetaldehyde, NADP)"
"aldehyde dehydrogenase (acetylaldehyde, NAD)"
"aldehyde dehydrogenase (acetylaldehyde, NADP)"
"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)"
"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)"
"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)"
"aldehyde dehydrogenase (isoamyl alcohol, NAD)"
"aldehyde dehydrogenase (isoamyl alcohol, NAD)"
"aldehyde dehydrogenase (isoamyl alcohol, NADP)"
"aldehyde dehydrogenase (isobutyl alcohol, NAD)"
"aldehyde dehydrogenase (isobutyl alcohol, NAD)"
"aldehyde dehydrogenase (isobutyl alcohol, NADP)"
"aldehyde dehydrogenase (phenylacetaldehyde, NAD)"
"aldehyde dehydrogenase (tryptophol, NAD)"
"aldehyde dehydrogenase (tryptophol, NAD)"
"alkaline phosphatase (dihydroneopterin)"
"allantoate amidinohydrolase"
"allantoinase, reaction"
"allophanate hydrolase"
"alpha 1,2-mannosyltransferase"
"alpha,alpha-trehalase"
"alpha,alpha-trehalase"
"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"
"alpha-1,2 glucosyltransferase"
"alpha-1,3 mannosyltransferase"
"alpha-glucosidase"
"amidase"
"Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)"
"Aminobutyraldehyde dehydrogenase"
"anthranilate phosphoribosyltransferase"
"anthranilate synthase"
"Ap4A hydrolase"
"arabinose reductase"
"arginase"
"argininosuccinate lyase"
"argininosuccinate synthase"
"arginyl-tRNA synthetase"
"arginyl-tRNA synthetase"
"asparagine synthase (glutamine-hydrolysing)"
"Asparaginyl-tRNA synthetase"
"asparaginyl-tRNA synthetase, miotchondrial"
"aspartate carbamoyltransferase"
"aspartate kinase"
"aspartate transaminase"
"aspartate transaminase"
"aspartate transaminase"
"aspartate-semialdehyde dehydrogenase"
"Aspartyl-tRNA synthetase"
"Aspartyl-tRNA synthetase"
"ATP adenylyltransferase"
"ATP adenylyltransferase"
"ATP adenylyltransferase"
"ATP phosphoribosyltransferase"
"ATP synthase"
"ATPase, cytosolic"
"beta-1,4 mannosyltransferase"
"biotin synthase"
"biotin-[acetyl-CoA-carboxylase] ligase"
"C-14 sterol reductase"
"C-22 sterol desaturase (NAD)"
"C-22 sterol desaturase (NADP)"
"C-3 sterol dehydrogenase"
"C-3 sterol dehydrogenase (4-methylzymosterol)"
"C-3 sterol keto reductase (4-methylzymosterol)"
"C-3 sterol keto reductase (zymosterol)"
"C-4 methyl sterol oxidase"
"C-4 methyl sterol oxidase"
"C-4 methyl sterol oxidase"
"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)"
"C-5 sterol desaturase"
"C-8 sterol isomerase"
"C-s24 sterol reductase"
"C-terminal processing of farnesylated proteins I"
"C-terminal processing of farnesylated proteins II"
"C-terminal processing of geranylgeranylated proteins I"
"C-terminal processing of geranylgeranylated proteins II"
"CAAX farnesyltransferase"
"carbamoyl-phosphate synthase (glutamine-hydrolysing)"
"cardiolipin synthase"
"carnitine O-acetyltransferase"
"carnitine O-acetyltransferase"
"carnitine O-aceyltransferase"
"catalase"
"catalase"
"CDP-diacylglycerol synthase"
"CDP-diacylglycerol synthase"
"ceramide-1 hydroxylase (24C)"
"ceramide-1 hydroxylase (24C)"
"ceramide-1 hydroxylase (26C)"
"ceramide-1 hydroxylase (26C)"
"ceramide-1 synthase (24C)"
"ceramide-1 synthase (26C)"
"ceramide-2 synthase (24C)"
"ceramide-2 synthase (26C)"
"ceramide-3 synthase (24C)"
"ceramide-3 synthase (26C)"
"ceramide-4 synthase (24C)"
"ceramide-4 synthase (26C)"
"chitin deacetylase"
"chitin synthase"
"choline kinase"
"choline phosphate cytididyltransferase"
"choline/ethanolaminephosphotransferase"
"cholinephosphotransferase"
"cholinephosphotransferase"
"chorismate mutase"
"chorismate synthase"
"cis-aconitate(3-) to isocitrate"
"cis-prenyltransferase step 01"
"cis-prenyltransferase step 02"
"cis-prenyltransferase step 03"
"cis-prenyltransferase step 04"
"cis-prenyltransferase step 05"
"cis-prenyltransferase step 06"
"cis-prenyltransferase step 07"
"cis-prenyltransferase step 08"
"cis-prenyltransferase step 09"
"cis-prenyltransferase step 10"
"cis-prenyltransferase step 11"
"cis-prenyltransferase step 12"
"cis-prenyltransferase step 13"
"cis-prenyltransferase step 14"
"cis-prenyltransferase step 15"
"cis-prenyltransferase step 16"
"cis-prenyltransferase step 17"
"cis-prenyltransferase step 18"
"cis-prenyltransferase step 19"
"citrate synthase"
"citrate synthase, peroxisomal"
"citrate to cis-aconitate(3-)"
"citrate to cis-aconitate(3-), cytoplasmic"
"coproporphyrinogen oxidase (O2 required)"
"coumaroyl-CoA formation"
"CTP synthase (glutamine)"
"CTP synthase (NH3)"
"cystathionine b-lyase"
"cystathionine beta-synthase"
"cystathionine g-lyase"
"cystathionine gamma-synthase"
"cysteine synthase"
"cysteinyl-tRNA synthetase"
"cytidine deaminase"
"cytidine kinase (GTP)"
"cytochrome P450 lanosterol 14-alpha-demethylase (NAD)"
"cytochrome P450 lanosterol 14-alpha-demethylase (NADP)"
"cytosine deaminase"
"D-arabinono-1,4-lactone oxidase"
"D-arabinose 1-dehydrogenase (NAD)"
"D-arabinose 1-dehydrogenase (NADP)"
"D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase"
"D-sorbitol dehydrogenase (D-fructose producing)"
"D-sorbitol reductase"
"D1-pyrroline-5-carboxylate dehydrogenase"
"dCMP deaminase"
"dCTP deaminase"
"deoxyadenosine deaminase"
"deoxycytidine deaminase"
"deoxyguanylate kinase (dGMP:ATP)"
"deoxyhypusine synthase, cytosolic/mitochondrial"
"deoxyribokinase"
"deoxyuridine phosphorylase"
"dephospho-CoA kinase"
"dethiobiotin synthase"
"diacylglycerol acyltransferase"
"diacylglycerol pyrophosphate phosphatase"
"dihydoorotic acid (ubiquinone-6)"
"dihydoorotic acid dehydrogenase"
"dihydroceramidase"
"dihydroceramidase"
"dihydroceramidase"
"dihydroceramidase"
"dihydrofolate reductase"
"dihydrofolate reductase"
"dihydrofolate synthase"
"dihydroneopterin aldolase"
"dihydroneopterin monophosphate dephosphorylase"
"dihydroorotase"
"dihydropteroate synthase"
"dihydropteroate synthase"
"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)"
"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)"
"dihydroxyacetone kinase"
"dimethylallyltranstransferase"
"diphosphoglyceromutase"
"diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase"
"diphosphoinositol-1,3,4,6-tetrakisphosphate synthase"
"diphthine synthase"
"dolichol kinase"
"dolichyl-phosphate D-mannosyltransferase"
"dolichyl-phosphate-mannose--protein mannosyltransferase"
"dTMP kinase"
"dUTP diphosphatase"
"endopolygalacturonase"
"enolase"
"enoyl-CoA hydratase"
"ethanolamine kinase"
"ethyl acetate-hydrolyzing esterase"
"exo-1,3-beta-glucan glucohydrase"
"farnesyltransferase to proteins with CAAX motif at C-terminus, where X={ser,cys,Met,ala}"
"farnesyltransferase to proteins with CAAX motif at C-terminus, where X={ser,cys,Met,ala}"
"farnesyltranstransferase"
"fatty acid oxidation"
"fatty acid oxidation"
"fatty acid oxidation"
"fatty acid oxidation"
"fatty acid oxidation"
"fatty acid oxidation"
"fatty acid oxidation"
"fatty acid oxidation"
"fatty acid oxidation"
"fatty acid oxidation (octanoyl-CoA)"
"fatty acid oxidation (tetradecansoyl-CoA)"
"fatty acid synthase (n-C10:0)"
"fatty acid synthase (n-C12:0)"
"fatty acid synthase (n-C14:0)"
"fatty acid synthase (n-C14:1)"
"fatty acid synthase (n-C16:0)"
"fatty acid synthase (n-C16:1)"
"fatty acid synthase (n-C18:0)"
"fatty acid synthase (n-C18:1)"
"fatty acid synthase (n-C24:0), lumped reaction"
"fatty acid synthase (n-C26:0)"
"fatty acid synthase (n-C8:0), lumped reaction"
"fatty acyl-ACP synthase (n-C8:0ACP), lumped reaction"
"fatty acyl-CoA synthase (n-C10:0CoA)"
"fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction"
"fatty-acid--CoA ligase (decanoate)"
"fatty-acid--CoA ligase (dodecanoate)"
"fatty-acid--CoA ligase (hexadecanoate)"
"fatty-acid--CoA ligase (hexadecanoate)"
"fatty-acid--CoA ligase (hexadecenoate)"
"fatty-acid--CoA ligase (hexadecenoate)"
"fatty-acid--CoA ligase (n-C24:0)"
"fatty-acid--CoA ligase (n-C26:0)"
"fatty-acid--CoA ligase (octadecanoate)"
"fatty-acid--CoA ligase (octadecenoate)"
"fatty-acid--CoA ligase (octadecynoate)"
"fatty-acid--CoA ligase (octanoate)"
"fatty-acid--CoA ligase (tetradecanoate)"
"fatty-acid--CoA ligase (tetradecanoate)"
"fatty-acid--CoA ligase (tetradecenoate)"
"fatty-acid--CoA ligase (tetradecenoate)"
"fatty-acyl-ACP hydrolase"
"fatty-acyl-ACP hydrolase"
"fatty-acyl-ACP hydrolase"
"fatty-acyl-ACP hydrolase"
"fatty-acyl-ACP hydrolase"
"fatty-acyl-ACP hydrolase"
"fatty-acyl-ACP hydrolase"
"fatty-acyl-ACP hydrolase"
"fatty-acyl-ACP synthase (n-C10:0ACP)"
"fatty-acyl-ACP synthase (n-C12:0ACP)"
"fatty-acyl-ACP synthase (n-C14:0ACP)"
"fatty-acyl-ACP synthase (n-C14:1ACP)"
"fatty-acyl-ACP synthase (n-C16:0ACP)"
"fatty-acyl-ACP synthase (n-C16:1ACP)"
"fatty-acyl-ACP synthase (n-C18:0ACP)"
"fatty-acyl-ACP synthase (n-C18:1ACP)"
"fatty-acyl-ACP synthase (n-C18:2ACP)"
"fatty-acyl-CoA synthase (n-C12:0CoA)"
"fatty-acyl-CoA synthase (n-C14:0CoA)"
"fatty-acyl-CoA synthase (n-C16:0CoA)"
"fatty-acyl-CoA synthase (n-C18:0CoA)"
"ferrochelatase"
"ferrocytochrome-c:hydrogen-peroxide oxidoreductase"
"ferrocytochrome-c:oxygen oxidoreductase"
"ferrocytochrome-c:oxygen oxidoreductase"
"FMN adenylyltransferase"
"FMN reductase"
"FMN reductase"
"formaldehyde dehydrogenase"
"formate  dehydrogenase, cytosolic/mitochondrial"
"formate dehydrogenase"
"formate-tetrahydrofolate ligase"
"formate-tetrahydrofolate ligase"
"fructose-2,6-bisphosphate 2-phosphatase"
"fructose-bisphosphatase"
"fructose-bisphosphate aldolase"
"fumarase"
"fumarase, cytoplasmic"
"Fumarate dependent DHORD"
"fumarate reductase"
"fumarate reductase FMN"
"fumarate reductase FMN"
"g-glutamyltransferase"
"galactokinase"
"galactose-1-phosphate uridylyltransferase"
"gamma-glutamylcysteine synthetase"
"geranylgeranyltranstransferase"
"geranyltranstransferase"
"glucan 1,4-alpha-glucosidase"
"glucan 1,4-alpha-glucosidase, vacuole"
"glucosamine-6-phosphate deaminase"
"glucose 6-phosphate dehydrogenase"
"glucose-6-phosphate isomerase"
"glutamate 5-kinase"
"glutamate decarboxylase"
"glutamate dehydrogenase (NAD)"
"glutamate dehydrogenase (NADP)"
"glutamate synthase (NADH2)"
"glutamate-5-semialdehyde dehydrogenase"
"glutamate-5-semialdehyde dehydrogenase"
"glutaminase"
"glutamine synthetase"
"glutamine-fructose-6-phosphate transaminase"
"glutaminyl-tRNA synthetase"
"glutamyl-tRNA synthetase"
"glutamyl-tRNA synthetase"
"glutathione oxidoreductase"
"glutathione oxidoreductase"
"glutathione peridoxase"
"glutathione peroxidase, mitochondria"
"glutathione synthetase"
"glyceraldehyde-3-phosphate dehydrogenase"
"glycerol dehydrogenase (NADP-dependent)"
"glycerol kinase"
"glycerol-3-phosphatase"
"glycerol-3-phosphate dehydrogenase (fad)"
"glycerol-3-phosphate dehydrogenase (NAD)"
"glycerol-3-phosphate dehydrogenase (NAD)"
"glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase"
"glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase"
"glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase"
"glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase"
"glycerophosphodiester phosphodiesterase (glycerophosphocholine)"
"glycinamide ribonucleotide transformylase"
"glycinamide ribotide transformylase"
"glycine C-acetyltransferase"
"glycine cleavage system"
"glycine hydroxymethyltransferase"
"glycine hydroxymethyltransferase"
"glycine-cleavage complex (lipoamide)"
"glycine-cleavage complex (lipoamide)"
"glycine-cleavage complex (lipoylprotein)"
"glycine-cleavage complex (lipoylprotein)"
"glycine-cleavage complex (lipoylprotein)"
"glycine-cleavage system (lipoamide)"
"glycogen (starch) synthase"
"glycogen phosphorylase"
"glycyl-tRNA synthetase"
"glycylpeptide N-tetradecanoyltransferase"
"GMP synthase"
"gnnuc"
"GPI-anchor assembly, step 10, GPI-modification of newly synthesised protein"
"GPI-anchor assembly, step 11, deacylation reaction as part of glycosylation"
"GPI-anchor assembly, step 2"
"GPI-anchor assembly, step 5"
"GPI-anchor assembly, step 6"
"GPI-anchor assembly, step 7"
"GPI-anchor assembly, step 8"
"GPI-anchor assembly, step 9"
"GTP cyclohydrolase I"
"GTP cyclohydrolase II"
"guanine deaminase"
"guanine phosphoribosyltransferase"
"guanylate kinase"
"guanylate kinase (GMP:dATP)"
"Heme O monooxygenase"
"Heme O synthase"
"hexaprenyldihydroxybenzoate methyltransferase"
"hexokinase (D-fructose:ATP)"
"hexokinase (D-glucose:ATP)"
"hexokinase (D-mannose:ATP)"
"histidinol dehydrogenase"
"histidinol-phosphatase"
"histidinol-phosphate transaminase"
"Histidyl-tRNA synthetase"
"histidyl-tRNA synthetase"
"hnRNP arginine N-methyltransferase"
"homoacontinate hydratase"
"homocitrate synthase"
"homocysteine S-methyltransferase"
"homoisocitrate dehydrogenase"
"homoserine dehydrogenase (NADH)"
"homoserine dehydrogenase (NADP)"
"homoserine kinase"
"homoserine O-trans-acetylase"
"hydrogen peroxide reductase (thioredoxin)"
"hydrogen peroxide reductase (thioredoxin)"
"hydrogen peroxide reductase (thioredoxin)"
"hydroxyacylglutathione hydrolase"
"hydroxyacylglutathione hydrolase"
"hydroxybenzoate octaprenyltransferase"
"hydroxyethylthiazole kinase"
"hydroxymethylbilane synthase"
"hydroxymethylglutaryl CoA reductase"
"hydroxymethylglutaryl CoA synthase"
"hydroxymethylglutaryl CoA synthase"
"hydroxymethylpyrimidine kinase (ATP)"
"hypoxanthine phosphoribosyltransferase (Hypoxanthine)"
"Imidazole-glycerol-3-phosphate synthase"
"imidazoleglycerol-phosphate dehydratase"
"IMP dehydrogenase"
"indole-3-glycerol-phosphate synthase"
"indole-3-pyruvate decarboxylase"
"inorganic diphosphatase"
"inorganic diphosphatase"
"inosine monophosphate cyclohydrolase"
"inositol-1,3,4,5,6-pentakisphosphate 2-kinase"
"inositol-1,3,4,5-triphosphate 6-kinase, nucleus"
"inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus"
"inositol-1,4,5-triphosphate 6-kinase, nucleus"
"inositol-1,4,5-trisphosphate 3-kinase, nucleus"
"inositolphosphotransferase"
"inositolphosphotransferase"
"inositolphosphotransferase"
"inositolphosphotransferase"
"inositolphosphotransferase"
"inositolphosphotransferase"
"inositolphosphotransferase"
"inositolphosphotransferase"
"inositolphosphotransferase"
"inositolphosphotransferase"
"IPC synthase"
"IPC synthase"
"IPC synthase"
"IPC synthase"
"IPC synthase"
"IPC synthase"
"IPC synthase"
"IPC synthase"
"IPC synthase"
"IPC synthase"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"IPS phospholipase C"
"isoamyl acetate-hydrolyzing esterase"
"isobutyl acetate-hydrolyzing esterase"
"isocitrate dehydrogenase (NAD+)"
"isocitrate dehydrogenase (NADP)"
"isocitrate dehydrogenase (NADP+)"
"isocitrate dehydrogenase (NADP+), peroxisomal"
"isocitrate lyase"
"isoleucine transaminase"
"isoleucine transaminase"
"isoleucyl-tRNA synthetase"
"isoleucyl-tRNA synthetase"
"isopentenyl-diphosphate D-isomerase"
"itaconate-CoA ligase (ADP-forming)"
"ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate)"
"kynureninase"
"kynurenine 3-monooxygenase"
"L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase"
"L-4-hydroxyglutamate semialdehyde dehydrogenase"
"L-alanine transaminase"
"L-allo-threonine aldolase"
"L-allo-threonine dehydrogenase"
"L-aminoadipate-semialdehyde dehydrogenase (NADH)"
"L-aminoadipate-semialdehyde dehydrogenase (NADPH)"
"L-asparaginase"
"L-asparaginase"
"L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase"
"L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase"
"L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase"
"L-hydroxyproline dehydrogenase (NAD)"
"L-hydroxyproline dehydrogenase (NADP)"
"L-hydroxyproline reductase (NAD)"
"L-hydroxyproline reductase (NADP)"
"L-lactaldehyde:NADP+ 1-oxidoreductase"
"L-serine deaminase"
"L-serine dehydrogenase"
"L-sorbitol dehydrogenase (L-sorbose-producing)"
"L-threonine deaminase"
"L-threonine deaminase"
"L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)"
"L-tyrosine N-formyltransferase"
"lactaldehyde dehydrogenase"
"lactoylglutathione lyase"
"lanosterol synthase"
"leucine transaminase"
"leucine transaminase"
"leucyl-tRNA synthetase"
"leucyl-tRNA synthetase"
"leukotriene A4 hydrolase"
"leukotriene A4 hydrolase"
"leukotriene A4 hydrolase"
"leukotriene A4 hydrolase"
"leukotriene A4 hydrolase"
"leukotriene A4 hydrolase"
"lipid phosphate phosphatase"
"lysophosphatidylcholine acyltransferase"
"lysyl-tRNA synthetase"
"lysyl-tRNA synthetase"
"malate dehydrogenase"
"malate dehydrogenase, cytoplasmic"
"malate dehydrogenase, peroxisomal"
"malate synthase"
"malate synthase"
"malic enzyme (NAD)"
"malic enzyme (NADP)"
"malonyl-CoA-ACP transacylase"
"malonyl-CoA-ACP transacylase"
"mannose-1-phosphate guanylyltransferase"
"mannose-6-phosphate isomerase"
